tas_anomaly,model,scenario,year,month
-1.9033904,E3SM-1-1,ssp245,1876,5
-2.150125,E3SM-1-1,ssp245,1876,6
-0.38367605,E3SM-1-1,ssp245,1876,7
-0.36573172,E3SM-1-1,ssp245,1876,8
-1.6974273,E3SM-1-1,ssp245,1876,9
-1.0461516,E3SM-1-1,ssp245,1876,10
-1.0842681,E3SM-1-1,ssp245,1876,11
1.34133,E3SM-1-1,ssp245,1876,12
2.558127,E3SM-1-1,ssp245,1877,1
1.1899018,E3SM-1-1,ssp245,1877,2
-6.567209,E3SM-1-1,ssp245,1877,3
-1.720346,E3SM-1-1,ssp245,1877,4
-2.3249907,E3SM-1-1,ssp245,1877,5
-2.215982,E3SM-1-1,ssp245,1877,6
-1.8265777,E3SM-1-1,ssp245,1877,7
-1.839334,E3SM-1-1,ssp245,1877,8
-2.1851897,E3SM-1-1,ssp245,1877,9
-2.277536,E3SM-1-1,ssp245,1877,10
-1.3324676,E3SM-1-1,ssp245,1877,11
-3.662088,E3SM-1-1,ssp245,1877,12
4.3242707,E3SM-1-1,ssp245,1878,1
-1.3337798,E3SM-1-1,ssp245,1878,2
-2.490396,E3SM-1-1,ssp245,1878,3
-1.3778777,E3SM-1-1,ssp245,1878,4
-2.800943,E3SM-1-1,ssp245,1878,5
-1.2161651,E3SM-1-1,ssp245,1878,6
-0.6867461,E3SM-1-1,ssp245,1878,7
-1.9224639,E3SM-1-1,ssp245,1878,8
-0.7424407,E3SM-1-1,ssp245,1878,9
-3.8407989,E3SM-1-1,ssp245,1878,10
0.73818064,E3SM-1-1,ssp245,1878,11
1.0563874,E3SM-1-1,ssp245,1878,12
1.6078401,E3SM-1-1,ssp245,1879,1
1.0464387,E3SM-1-1,ssp245,1879,2
2.4301057,E3SM-1-1,ssp245,1879,3
-1.4901214,E3SM-1-1,ssp245,1879,4
-2.77601,E3SM-1-1,ssp245,1879,5
-1.0887542,E3SM-1-1,ssp245,1879,6
-1.9335113,E3SM-1-1,ssp245,1879,7
-2.672464,E3SM-1-1,ssp245,1879,8
-4.0081267,E3SM-1-1,ssp245,1879,9
-4.1287627,E3SM-1-1,ssp245,1879,10
0.80104685,E3SM-1-1,ssp245,1879,11
-0.6178069,E3SM-1-1,ssp245,1879,12
-2.1758208,E3SM-1-1,ssp245,1880,1
-0.36582327,E3SM-1-1,ssp245,1880,2
-1.169168,E3SM-1-1,ssp245,1880,3
-1.7547088,E3SM-1-1,ssp245,1880,4
-0.22275686,E3SM-1-1,ssp245,1880,5
-0.5178008,E3SM-1-1,ssp245,1880,6
-0.96854544,E3SM-1-1,ssp245,1880,7
-4.197519,E3SM-1-1,ssp245,1880,8
-2.2894378,E3SM-1-1,ssp245,1880,9
1.963553,E3SM-1-1,ssp245,1880,10
-2.3395476,E3SM-1-1,ssp245,1880,11
0.08632517,E3SM-1-1,ssp245,1880,12
0.4224763,E3SM-1-1,ssp245,1881,1
-7.8298736,E3SM-1-1,ssp245,1881,2
-2.1636138,E3SM-1-1,ssp245,1881,3
-1.9278045,E3SM-1-1,ssp245,1881,4
-3.0273223,E3SM-1-1,ssp245,1881,5
-2.1777434,E3SM-1-1,ssp245,1881,6
-0.72828054,E3SM-1-1,ssp245,1881,7
-1.3381133,E3SM-1-1,ssp245,1881,8
-2.429483,E3SM-1-1,ssp245,1881,9
0.8834443,E3SM-1-1,ssp245,1881,10
-2.1723418,E3SM-1-1,ssp245,1881,11
-2.5357146,E3SM-1-1,ssp245,1881,12
-5.654794,E3SM-1-1,ssp245,1882,1
-0.21787405,E3SM-1-1,ssp245,1882,2
-5.479776,E3SM-1-1,ssp245,1882,3
-3.2539153,E3SM-1-1,ssp245,1882,4
-3.0817962,E3SM-1-1,ssp245,1882,5
-0.9908538,E3SM-1-1,ssp245,1882,6
-1.8017364,E3SM-1-1,ssp245,1882,7
-3.0021758,E3SM-1-1,ssp245,1882,8
-2.0698028,E3SM-1-1,ssp245,1882,9
-1.4047637,E3SM-1-1,ssp245,1882,10
-2.5496306,E3SM-1-1,ssp245,1882,11
-1.357492,E3SM-1-1,ssp245,1882,12
-4.7364287,E3SM-1-1,ssp245,1883,1
0.42619944,E3SM-1-1,ssp245,1883,2
-1.3834014,E3SM-1-1,ssp245,1883,3
1.928946,E3SM-1-1,ssp245,1883,4
-3.5257049,E3SM-1-1,ssp245,1883,5
-1.1159148,E3SM-1-1,ssp245,1883,6
-2.5565276,E3SM-1-1,ssp245,1883,7
-1.9700713,E3SM-1-1,ssp245,1883,8
-3.0858855,E3SM-1-1,ssp245,1883,9
-2.6193023,E3SM-1-1,ssp245,1883,10
-4.8200774,E3SM-1-1,ssp245,1883,11
0.64583445,E3SM-1-1,ssp245,1883,12
0.88201,E3SM-1-1,ssp245,1884,1
1.4826875,E3SM-1-1,ssp245,1884,2
-3.989633,E3SM-1-1,ssp245,1884,3
-3.6419158,E3SM-1-1,ssp245,1884,4
-0.26612234,E3SM-1-1,ssp245,1884,5
-0.5792937,E3SM-1-1,ssp245,1884,6
-3.409433,E3SM-1-1,ssp245,1884,7
-3.350412,E3SM-1-1,ssp245,1884,8
-4.6206756,E3SM-1-1,ssp245,1884,9
-4.654184,E3SM-1-1,ssp245,1884,10
-0.3688445,E3SM-1-1,ssp245,1884,11
-0.23609304,E3SM-1-1,ssp245,1884,12
-2.2877288,E3SM-1-1,ssp245,1885,1
-4.3669524,E3SM-1-1,ssp245,1885,2
-1.1155486,E3SM-1-1,ssp245,1885,3
-1.9576201,E3SM-1-1,ssp245,1885,4
-0.6557708,E3SM-1-1,ssp245,1885,5
-2.160501,E3SM-1-1,ssp245,1885,6
-2.8613067,E3SM-1-1,ssp245,1885,7
-3.0304046,E3SM-1-1,ssp245,1885,8
-3.3397002,E3SM-1-1,ssp245,1885,9
-5.197305,E3SM-1-1,ssp245,1885,10
-4.3057647,E3SM-1-1,ssp245,1885,11
-1.2209868,E3SM-1-1,ssp245,1885,12
-2.587442,E3SM-1-1,ssp245,1886,1
-0.57065725,E3SM-1-1,ssp245,1886,2
-3.526895,E3SM-1-1,ssp245,1886,3
-0.8222747,E3SM-1-1,ssp245,1886,4
-1.3963103,E3SM-1-1,ssp245,1886,5
-1.3925567,E3SM-1-1,ssp245,1886,6
0.8747163,E3SM-1-1,ssp245,1886,7
-2.9848418,E3SM-1-1,ssp245,1886,8
-3.554666,E3SM-1-1,ssp245,1886,9
-4.172769,E3SM-1-1,ssp245,1886,10
-2.6545806,E3SM-1-1,ssp245,1886,11
0.12108469,E3SM-1-1,ssp245,1886,12
-0.93680716,E3SM-1-1,ssp245,1887,1
-2.902719,E3SM-1-1,ssp245,1887,2
-3.3263335,E3SM-1-1,ssp245,1887,3
-0.72120047,E3SM-1-1,ssp245,1887,4
0.7748933,E3SM-1-1,ssp245,1887,5
-2.6758208,E3SM-1-1,ssp245,1887,6
-1.5924163,E3SM-1-1,ssp245,1887,7
-2.2791839,E3SM-1-1,ssp245,1887,8
-1.2980742,E3SM-1-1,ssp245,1887,9
-1.6536345,E3SM-1-1,ssp245,1887,10
-1.3660064,E3SM-1-1,ssp245,1887,11
-1.7389617,E3SM-1-1,ssp245,1887,12
