time,psis,tair,D,Ca,al
2000-06-24,-0.23536563,17.531403,5.5769625,420,10
2000-06-25,-0.24158484,16.648346,4.4850473,420,10
2000-06-26,-0.24541004,17.644165,5.1009283,420,10
2000-06-27,-0.24245714,17.01474,4.9159546,420,10
2000-06-28,-0.24774013,19.345917,6.190407,420,10
2000-06-29,-0.2505524,17.244324,4.8673944,420,10
2000-06-30,-0.25358614,18.340515,5.6807194,420,10
2000-07-01,-0.25975737,16.377594,4.487911,420,10
2000-07-02,-0.26408437,15.498901,4.3038588,420,10
2000-07-03,-0.26313415,13.88324,3.5377293,420,10
2000-07-04,-0.2617015,13.84436,3.8558989,420,10
2000-07-05,-0.2646148,14.072357,3.8555431,420,10
2000-07-06,-0.26669168,14.551544,3.7228928,420,10
2000-07-07,-0.26867092,15.205719,4.0194025,420,10
2000-07-08,-0.27195674,15.725098,4.7011166,420,10
2000-07-09,-0.27452034,15.227539,3.7675982,420,10
2000-07-10,-0.27533597,14.751617,3.5213518,420,10
2000-07-11,-0.28066903,17.181366,6.222906,420,10
2000-07-12,-0.28833085,17.10852,5.732401,420,10
2000-07-13,-0.2923606,16.197968,4.7940483,420,10
2000-07-14,-0.29648897,16.490112,5.4391813,420,10
2000-07-15,-0.30143246,16.135468,4.536171,420,10
2000-07-16,-0.30480102,15.788635,4.6090393,420,10
2000-07-17,-0.30706337,15.532959,3.9885178,420,10
2000-07-18,-0.31143925,17.18164,6.2295637,420,10
2000-07-19,-0.3203934,17.058533,5.7569447,420,10
2000-07-20,-0.32672685,17.603333,6.8924036,420,10
2000-07-21,-0.33186838,16.488312,5.491828,420,10
2000-07-22,-0.33439246,17.225647,5.50056,420,10
2000-07-23,-0.33956748,17.268219,5.755602,420,10
2000-07-24,-0.346327,18.230011,8.248492,420,10
2000-07-25,-0.35466567,17.186035,6.357501,420,10
2000-07-26,-0.3605785,17.947357,7.2848244,420,10
2000-07-27,-0.36682135,17.24176,5.925993,420,10
2000-07-28,-0.37065744,17.228516,6.059251,420,10
2000-07-29,-0.3693363,16.232819,4.6353273,420,10
2000-07-30,-0.36866236,18.632477,6.6159973,420,10
2000-07-31,-0.3724945,16.85257,5.367716,420,10
2000-08-01,-0.37588555,19.237122,9.10877,420,10
2000-08-02,-0.38553157,16.572113,5.3493958,420,10
2000-08-03,-0.3878522,17.593994,6.1268864,420,10
2000-08-04,-0.39236653,17.867523,6.0510836,420,10
2000-08-05,-0.39834657,18.296143,6.6108456,420,10
2000-08-06,-0.4039441,16.767456,5.786915,420,10
2000-08-07,-0.4095908,18.16333,7.511505,420,10
2000-08-08,-0.4135094,15.621796,4.3352118,420,10
2000-08-09,-0.41585243,16.831696,5.629964,420,10
2000-08-10,-0.4186512,16.314575,5.226491,420,10
2000-08-11,-0.42398512,18.85907,7.8300323,420,10
2000-08-12,-0.4319998,17.076813,6.2127275,420,10
2000-08-13,-0.43918115,19.433807,9.154191,420,10
2000-08-14,-0.44960365,19.055511,7.5830364,420,10
2000-08-15,-0.45797074,19.932861,9.5625,420,10
2000-08-16,-0.4669124,17.567993,6.697157,420,10
2000-08-17,-0.47273195,18.969574,8.660847,420,10
2000-08-18,-0.47926933,16.942322,5.633993,420,10
2000-08-19,-0.48039153,17.607971,5.71778,420,10
2000-08-20,-0.48057097,15.661804,4.363743,420,10
2000-08-21,-0.48089182,16.577576,5.656786,420,10
2000-08-22,-0.47188982,14.597412,3.2101555,420,10
2000-08-23,-0.46235275,15.728363,5.205266,420,10
2000-08-24,-0.45118976,16.196747,4.0896673,420,10
2000-08-25,-0.44385186,18.10144,6.538028,420,10
2000-08-26,-0.4485422,16.35785,3.7960682,420,10
2000-08-27,-0.45270643,17.652954,6.1923847,420,10
2000-08-28,-0.45962197,16.859467,5.4526033,420,10
2000-08-29,-0.46247882,16.252686,4.3805475,420,10
2000-08-30,-0.46326146,15.549774,3.5466442,420,10
2000-08-31,-0.46644264,17.282501,5.8272133,420,10
2000-09-01,-0.46906802,18.274506,4.8637333,420,10
2000-09-02,-0.46845585,16.09018,2.1151352,420,10
2000-09-03,-0.4672137,15.72702,2.9148712,420,10
2000-09-04,-0.4685229,16.156403,3.9544086,420,10
2000-09-05,-0.46991748,16.677917,4.0863333,420,10
2000-09-06,-0.47743225,18.785767,7.288945,420,10
2000-09-07,-0.48574898,18.947327,5.7783527,420,10
2000-09-08,-0.49495104,19.171753,6.857436,420,10
2000-09-09,-0.5010516,18.320557,4.7955112,420,10
2000-09-10,-0.50558233,17.210693,4.510785,420,10
