tas_anomaly,model,scenario,year,month
-0.23981628,NorESM2-MM,ssp245,1892,12
0.9011444,NorESM2-MM,ssp245,1893,1
-1.2902008,NorESM2-MM,ssp245,1893,2
-1.2692047,NorESM2-MM,ssp245,1893,3
-0.8207489,NorESM2-MM,ssp245,1893,4
-0.9843842,NorESM2-MM,ssp245,1893,5
-0.6743561,NorESM2-MM,ssp245,1893,6
-1.0753266,NorESM2-MM,ssp245,1893,7
-1.00065,NorESM2-MM,ssp245,1893,8
-1.0141388,NorESM2-MM,ssp245,1893,9
-0.5980011,NorESM2-MM,ssp245,1893,10
0.45992127,NorESM2-MM,ssp245,1893,11
-0.34183654,NorESM2-MM,ssp245,1893,12
-0.9369904,NorESM2-MM,ssp245,1894,1
-1.1594025,NorESM2-MM,ssp245,1894,2
-0.257547,NorESM2-MM,ssp245,1894,3
-1.0037018,NorESM2-MM,ssp245,1894,4
-1.7838227,NorESM2-MM,ssp245,1894,5
-0.8172089,NorESM2-MM,ssp245,1894,6
-1.4079071,NorESM2-MM,ssp245,1894,7
-1.309549,NorESM2-MM,ssp245,1894,8
-1.4219147,NorESM2-MM,ssp245,1894,9
-0.72150576,NorESM2-MM,ssp245,1894,10
-1.3032013,NorESM2-MM,ssp245,1894,11
